Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
People's Republic of China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716251765,50056688015,47209188356,50706616610,59708127658,70436011537,76720008645,72881367878,70846278963,79705618130,92602638697,99800597893,114000000000,139000000000,144000000000,163000000000,154000000000,175000000000,150000000000,178000000000,191000000000,196000000000,205000000000,231000000000,260000000000,309000000000,301000000000,273000000000,312000000000,348000000000,361000000000,383000000000,427000000000,445000000000,564000000000,734000000000,864000000000,962000000000,1030000000000,1090000000000,1210000000000,1340000000000,1470000000000,1660000000000,1960000000000,2290000000000,2750000000000,3550000000000,4590000000000,5100000000000,6090000000000,7550000000000,8530000000000,9570000000000,10500000000000,11100000000000,11200000000000,12300000000000,13900000000000,14300000000000,14700000000000,17800000000000,18000000000000
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203559,618245635,645284475,761047199,921063326,919771228,1024102882,1082922726,1281281278,1361360292,1455482795,1584128511,1849400398,2508421426,3070152314,3893839184,4662053820,6265068200,7900526290,9142933956,10175617589,8432589956,7567110856,6838184772,6841639250,6977650648,9158302111,10087654451,10255169812,9757410630,10795850585,10492628588,11152971284,11045760269,8313557515,11000146269,18071152821,18047558027,19619654770,18870992456,16577533892,16810537038,18054383334,21251754335,23510575669,24036918719,25281413268,28760090924,34078240260,33886813225,34936307964,36693710822,36302302844,42760235496,48843005625,45815005171,48407761032,52512344034,58522477745,59898479821,62982768372,71811075955,70018715017
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206068,652777609,694247865,718320846,776650177,814083265,851112536,936175261,1046191219,1100551487,1151216993,1236941396,1498251887,1901393361,2157415536,2857037367,2898089999,3394664030,4662852578,5919002975,6674569034,6610938628,6611255970,6870200009,7311938030,8544810503,11857056214,13049659964,12236057370,11012566178,12314482630,11840192304,12071775346,16181814684,8902446258,10864772473,11093538841,10789458426,11298144999,11565826459,10566579295,10953485345,12417251342,15970315030,18826214125,19509852219,20910512978,23928250410,27715142006,27932970297,27507501809,30630910513,30155062303,33728621190,36386544716,32210233022,33814337041,36098547059,39973842059,39670976440,40773241212,45338285386,44341646509
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404118,3086746857,3779841429,6213185743,2881545273,4043901818,4532660182,3384063372,3909780539,5032434970,4877684910,5594770359,6173712814,7870239461,9596960180,10237343174,9648583225,12344424764,15372608002,15068422236,14394927495,12537821038,13651667371,11006712650,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9625436873,8227343907,10706259937,5820382248,5643439376,5771454940,6090840548,6217806273,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484458,14451901696,16737071816,19788515579,18648372545,21565721036,25839749199,29306235295,32679745036,35909040944,37917706486,37134801549,38019264805,47568210021,51775829869,48716961865,55350968593,58065953573
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731863,151675739,166521240,172233431,185693725,198318064,220613582,237397428,251247458,265040036,274960700,322128019,410669263,541973363,585364635,767102679,754549601,765224031,878771771,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853508,2933222706,2684323618,1769365439,2116003868,2540697538,2322719101,1949481381,2354772959,3227927697,2796704603,3034250926,3503723087,4656974938,6650001685,8072305031,8782703428,11649857662,9723299908,13148396206,15655383586,17692911281,17958720704,17912907682,11890259177,10219341017,11094823677,13670038020,12750338736,10483151094,13366230821,14615532210
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152977,4540447762,4955537980,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894419525,34942489684,36373307085,39212550050,39540080200,47844090710,49637993949,58394443349,66474101329,81705497617,92495970511,97153389011,107000000000,98486358604,86278947621,99875074935,98200641189,97945812790,94644969146,117000000000,146000000000,162000000000,206000000000,243000000000,232000000000,286000000000,335000000000,371000000000,382000000000,381000000000,293000000000,283000000000,312000000000,334000000000,323000000000,270000000000,319000000000,344000000000
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,212218262,196349932,184009014,191621955,184697226,196726097,279197722,337525853,356500033,341476768,429622178,424108769,457388652,452881475,319189184,398461797,396053806,364445600,370106746,382454990,351136580,378512024,425964681,546885223,633706110,653845169,698431795,795673153,915659108,905341174,907978732,1023086273,1015843491,1116224107,1149587660,966029600,1012835493,1077439756,1188797450,1195019531,1225039196,1296089479,1242519407
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246817,139468210,140630678,138476175,132019039,137728205,190651168,235253064,264308140,267448570,306890961,319827059,357160985,490417390,406580652,487148994,501979272,490608658,521910561,592416703,539227278,563090489,620507386,813260469,924940013,972241682,1107571459,1649621735,1959620653,1852334581,1824751460,2046817975,1913081206,2028910915,2041930125,1749857628,1849789993,1996741545,2205099509,2266752197,1878277311,2091741774,2314816792
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325182,479180824,511902137,542578367,592981162,647305630,699456618,773841494,853630203,984830158,1077147483,1238251696,1528925770,1666544754,1960863466,2412555426,3072427013,3523208810,4035519324,4831447002,2623803056,2606623578,3146772656,3660477829,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564041895,9582868510,10486787030,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745714327,37658614803,42762613706,47231655433,50949668886,52016408924,56441920824,58847019585,60516044623,62420164965,64417670556,62395610764,64616482168,68380838316
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1880325752,2038322827,2153917655,2290336891,2470289709,2661014416,2888723567,3102559322,3083639279,3359755874,3695311705,4017469943,4639346340,5076128907,6595536764,7706927758,7932366003,9210519153,9433730362,10835454135,13495237652,14890283926,16517790346,16735543670,15982824810,15814763266,14441261966,15521767449,16459954912,16872865241,18149076126,18032792662,17750354024,19224165269,20205168290,22270861760,24291634283,28416253263,30354024138,32186912969,34533836400,35575792426,37324429142,39887632895,43625669538,49307227387,56074290119,62328938789,70781391356,59840574174,64939019150,70074558334,73844945661,75227025826,76921753856,75480329447,70977854237,73482494257,76247249561,77282796216,65994922945,75672802627,92935645973
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,100000000000,103000000000,107000000000,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2933128492,3024525140,3039944134,3048435754,3042737430,3014748603,3009497207,3020388827,2995185475,2496174749,2699612458,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288282,4466278031,4585948969,4281714618,4156841164,4186073160,4291004486,4405796081,4562853582,4708167255,4909322200,5166281293,5530178499,5941896600,5647224973,6028373541,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914761,576090074,734887974,964026512,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25799940416,27641551809,25047433100,23959708956,23225912183,19909269065,21046452117,22946583376,25597301191,25945194240,25008266159,28408064462,28439052741
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705,29859921159,34805013230,40866982340,47850065329,60145663259,67388492014,62180519006,66807498696,65173036731,61823494487,67808695574,82196206090,100000000000,120000000000,137000000000,156000000000,190000000000,237000000000,207000000000,209000000000,230000000000,209000000000,212000000000,209000000000,188000000000,196000000000,219000000000,249000000000,253000000000,246000000000,282000000000,291000000000
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,216000000000,250000000000,300000000000,398000000000,445000000000,491000000000,520000000000,600000000000,740000000000,881000000000,950000000000,800000000000,777000000000,771000000000,725000000000,733000000000,1050000000000,1300000000000,1400000000000,1400000000000,1770000000000,1870000000000,2130000000000,2070000000000,2210000000000,2590000000000,2500000000000,2210000000000,2240000000000,2190000000000,1950000000000,1950000000000,2080000000000,2500000000000,2810000000000,2850000000000,2990000000000,3430000000000,3750000000000,3410000000000,3400000000000,3750000000000,3530000000000,3730000000000,3890000000000,3360000000000,3470000000000,3690000000000,3970000000000,3890000000000,3890000000000,4260000000000,4070000000000
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738,395794539,409220087,452328087,462421999,478058305,466048469,491689221,497723961,494004648,502675542,514267869,536080148,551230862,572417441,591122040,622044666,666072102,708633195,768873684,847918929,999105339,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3181071154,3372287462,3515109075
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,45872947,57130216,55017759,72804653,82107391,89527577,98665191,109157071,119491933,135161959,151868754,171106184,185137243,201429630,219762963,234059259,245525926,264374074,274522222,292285185,302988889,322411111,331759259,333470370,340203704,333196296,343311111,367200000,364255556,390251852,421374074,458188889,489074074,493825926,501025926,485996296,498296296,520207407,540737037,576229630,521551852,554770370,611537037,504214815,555266667,612048148
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,11931739465,13059065019,13505573855,15414902253,17075457585,19085633673,23232407815,30730626668,34160444804,40474406216,44575708131,49784407636,60362658215,70366799282,71127002865,61878103527,60412542586,60644837444,59105284415,62658617565,88078850822,109000000000,116000000000,112000000000,138000000000,139000000000,153000000000,143000000000,156000000000,185000000000,188000000000,174000000000,177000000000,178000000000,164000000000,165000000000,179000000000,218000000000,251000000000,264000000000,283000000000,319000000000,353000000000,321000000000,322000000000,344000000000,327000000000,344000000000,353000000000,303000000000,313000000000,332000000000,357000000000,346000000000,355000000000,398000000000,395000000000
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700001,3599200004,3951500004,4587100005,4734400005,5498800005,6761300007,7561300008,8267400008,9220600009,11594000005,5044579439,6122127855,5827050248,5374300275,6686593060,7073675545,9824483368,11605382504,13081042400,14644734248,16637370839,18241622256,20017449966,21672215776,22136579527,24305781112,25601824419,27137441266,21403168128,22322387610,35777560475,37879829855,43965459071,48122601590,48261079524,53860187452,58029773802,60681535894,62682158700,67179956265,71164826720,75704647977,79998045976,85555390386,88941371980,78844655833,94243426487,114000000000
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723615449,2434747054,2001444542,2702982015,2909316433,3136284304,3039859185,3370870374,3852147024,4257253261,4863526893,5077182746,6766744028,8707858006,13209871629,15557901445,17728240937,20972112004,26364491320,33243709744,42345829090,44348587046,45207170762,48801369811,53698548298,57937868670,63692012412,66745822963,59089400190,55634719135,62048505222,45715676428,48003133347,49945585166,42543177031,41764291964,46941553940,48177612042,48187781711,48640671735,54790398813,54744698044,56760355865,67863850334,85332581189,103000000000,117000000000,135000000000,171000000000,137000000000,161000000000,200000000000,209000000000,210000000000,214000000000,166000000000,160000000000,170000000000,175000000000,172000000000,146000000000,163000000000,192000000000
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,81326348986,71596255522,65380076110,70825945773,81742063327,95156520863,104000000000,101000000000,102000000000,115000000000,127000000000,137000000000,155000000000,196000000000,221000000000,249000000000,253000000000,292000000000,283000000000,328000000000,378000000000,404000000000,424000000000,444000000000,481000000000,526000000000,525000000000,519000000000,575000000000,622000000000,667000000000,724000000000,811000000000,890000000000,1070000000000,1320000000000,1520000000000,1570000000000,1430000000000,1580000000000,1730000000000,1850000000000,2040000000000,2310000000000,2680000000000,3110000000000,3740000000000,4730000000000,5980000000000,6480000000000,7890000000000,9650000000000,10800000000000,11900000000000,12800000000000,13300000000000,13600000000000,14900000000000,16600000000000,17200000000000,17500000000000,20800000000000,21200000000000
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,150000000000,160000000000,164000000000,174000000000,200000000000,216000000000,214000000000,224000000000,243000000000,271000000000,287000000000,310000000000,339000000000,434000000000,606000000000,651000000000,712000000000,795000000000,915000000000,1070000000000,1330000000000,1490000000000,1420000000000,1430000000000,1460000000000,1460000000000,1470000000000,1500000000000,1560000000000,1580000000000,1860000000000,1970000000000,2160000000000,2380000000000,2500000000000,2560000000000,2790000000000,2980000000000,2940000000000,3110000000000,3390000000000,3360000000000,3260000000000,3630000000000,4230000000000,4930000000000,5640000000000,6670000000000,7520000000000,7260000000000,8800000000000,9720000000000,10200000000000,10300000000000,10700000000000,10100000000000,10500000000000,11300000000000,11500000000000,11700000000000,10900000000000,12700000000000,14000000000000
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,155000000000,155000000000,158000000000,177000000000,203000000000,226000000000,252000000000,273000000000,301000000000,347000000000,409000000000,454000000000,563000000000,742000000000,855000000000,936000000000,1030000000000,1230000000000,1550000000000,1680000000000,1820000000000,2000000000000,1960000000000,2090000000000,2240000000000,2360000000000,3080000000000,3620000000000,4350000000000,4540000000000,4740000000000,5350000000000,5840000000000,6540000000000,7400000000000,8410000000000,8100000000000,7740000000000,6930000000000,7740000000000,8370000000000,7790000000000,7910000000000,8700000000000,9760000000000,10400000000000,11000000000000,12300000000000,14200000000000,14600000000000,17100000000000,19800000000000,21200000000000,21400000000000,22100000000000,22000000000000,22800000000000,24300000000000,26500000000000,27000000000000,27100000000000,31100000000000,30700000000000
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862000000000,834000000000,893000000000,869000000000,799000000000,785000000000,674000000000,722000000000,729000000000,761000000000,705000000000,592000000000,663000000000,655000000000,751000000000,947000000000,1260000000000,1590000000000,1950000000000,2510000000000,3110000000000,2440000000000,2950000000000,3670000000000,3910000000000,4150000000000,3850000000000,2920000000000,2780000000000,3120000000000,3180000000000,3250000000000,2990000000000,3580000000000,4120000000000
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,739000000000,796000000000,833000000000,921000000000,1020000000000,1150000000000,1380000000000,1750000000000,1980000000000,2310000000000,2400000000000,2720000000000,3320000000000,4060000000000,4600000000000,4090000000000,3950000000000,3830000000000,3680000000000,3810000000000,5200000000000,6420000000000,7150000000000,7240000000000,8860000000000,9140000000000,9800000000000,9000000000000,9410000000000,10900000000000,11100000000000,10500000000000,10800000000000,10700000000000,10100000000000,10200000000000,11100000000000,13500000000000,15800000000000,16800000000000,18200000000000,21200000000000,23400000000000,20500000000000,21000000000000,23300000000000,22500000000000,23500000000000,23800000000000,20500000000000,20400000000000,21700000000000,23200000000000,22900000000000,22200000000000,25200000000000,25200000000000
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069465326,1753850417,1518208221,1824344492,2244146868,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,102000000000,99290381000,99937696000,104000000000,108000000000,108000000000,99291124000,106000000000,115000000000
Egypt,EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,107000000000,130000000000,163000000000,189000000000,219000000000,236000000000,279000000000,288000000000,306000000000,329000000000,332000000000,248000000000,263000000000,319000000000,384000000000,425000000000,477000000000
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,245000000000,269000000000,299000000000,335000000000,373000000000,408000000000,445000000000,483000000000,519000000000,579000000000,643000000000,728000000000,880000000000,1140000000000,1300000000000,1500000000000,1570000000000,1780000000000,2180000000000,2640000000000,2960000000000,2570000000000,2490000000000,2430000000000,2330000000000,2400000000000,3360000000000,4160000000000,4570000000000,4670000000000,5880000000000,6110000000000,6750000000000,6170000000000,6520000000000,7520000000000,7600000000000,6950000000000,7150000000000,7120000000000,6500000000000,6600000000000,7200000000000,8860000000000,10200000000000,10500000000000,11200000000000,12900000000000,14200000000000,12900000000000,12600000000000,13600000000000,12600000000000,13200000000000,13500000000000,11700000000000,12000000000000,12700000000000,13700000000000,13400000000000,13100000000000,14600000000000,14000000000000
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101652,467872715,531688312,578015625,693535954,686490090,745523075,688918509,706370816,752371683,729321671,870248294,1109054005,1098424709,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40992995008,46619420359,59132415221,78639525985,97274006346,115000000000,119000000000,132000000000,161000000000,215000000000,233000000000,203000000000,196000000000,171000000000,172000000000,181000000000,251000000000,319000000000,376000000000,415000000000,537000000000,577000000000,631000000000,525000000000,531000000000,615000000000,643000000000,590000000000,619000000000,635000000000,598000000000,628000000000,709000000000,907000000000,1070000000000,1150000000000,1260000000000,1470000000000,1630000000000,1490000000000,1420000000000,1480000000000,1320000000000,1360000000000,1370000000000,1200000000000,1230000000000,1310000000000,1420000000000,1390000000000,1280000000000,1430000000000,1400000000000
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30624720196,31081901909,31370395573,37191166152,38100812959
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903192,7707678023,8567890825,8096302371,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589233420,7818205972,7700833482,8242349955,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276190,55612228234,64589329345,74296745599,81770886909,84269196152,95912607970,108000000000,111000000000,127000000000
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,726000000000,821000000000,990000000000,1280000000000,1450000000000,1690000000000,1770000000000,2000000000000,2440000000000,2950000000000,3300000000000,2880000000000,2780000000000,2700000000000,2600000000000,2680000000000,3740000000000,4630000000000,5080000000000,5190000000000,6500000000000,6740000000000,7410000000000,6760000000000,7160000000000,8300000000000,8430000000000,7730000000000,7970000000000,7930000000000,7280000000000,7390000000000,8080000000000,9930000000000,11400000000000,11900000000000,12700000000000,14700000000000,16300000000000,14800000000000,14600000000000,15800000000000,14600000000000,15300000000000,15700000000000,13600000000000,13900000000000,14800000000000,16000000000000,15700000000000,15400000000000,17200000000000,16600000000000
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,47573059714,53047000529,64779731305,65674584279,75186521184,92162608018,137000000000,154000000000,181000000000,199000000000,222000000000,278000000000,349000000000,487000000000,466000000000,397000000000,359000000000,366000000000,356000000000,366000000000,384000000000,381000000000,551000000000,382000000000,348000000000,326000000000,314000000000,362000000000,374000000000,424000000000,420000000000,452000000000,526000000000,525000000000,515000000000,540000000000,681000000000,856000000000,1060000000000,1290000000000,1640000000000,1510000000000,1790000000000,1680000000000,1890000000000,1960000000000,2080000000000,1660000000000,1560000000000,1650000000000,1730000000000,1830000000000,1660000000000,1780000000000,1890000000000
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11357516988,12527405513,14743186120,19472363467,24848821490,29472623242,31849513771,33499799321,36256160289,44465255686,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,109000000000,119000000000,141000000000,128000000000,113000000000,89214114708,103000000000,134000000000,132000000000,127000000000,134000000000,135000000000,126000000000,130000000000,140000000000,172000000000,197000000000,205000000000,217000000000,256000000000,286000000000,253000000000,249000000000,276000000000,258000000000,271000000000,275000000000,235000000000,241000000000,256000000000,276000000000,269000000000,272000000000,296000000000,281000000000
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422,116987785,122906435,129454729,140032742,147084750,150603926,162625886,166952937,182182068,219878482,247749328,316656759,425950581,558587217,684282381,694540495,719501505,829268135,1019691156,1202619308,1235627374,1194060371,1123084823,1178001041,1141168780,1290267530,1177947649,1110009264,1182660000,1337017259,1383883719,1532411209,1636101247,1825732093,1970301019,2128696644,2090221137,1653146994,1936459986,1678219508,1652462063,1833279985,2300492002,2708078477,2980403465,3076305453,3378314600,3523185920,2870624636,3140167239,3779412255,3972028510,4189968870,4857103847,4682480304,4930213788,5353468388,5581425891,5481692622,4477030180,4296235428,4943248200
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478001,67461644222,75607529810,84759195106,94007851047,102000000000,110000000000,119000000000,130000000000,142000000000,148000000000,166000000000,203000000000,264000000000,286000000000,361000000000,372000000000,410000000000,507000000000,614000000000,701000000000,616000000000,585000000000,560000000000,531000000000,553000000000,771000000000,934000000000,1020000000000,1030000000000,1270000000000,1270000000000,1400000000000,1320000000000,1390000000000,1600000000000,1610000000000,1450000000000,1500000000000,1490000000000,1370000000000,1380000000000,1500000000000,1840000000000,2120000000000,2200000000000,2320000000000,2660000000000,2930000000000,2700000000000,2650000000000,2870000000000,2680000000000,2810000000000,2860000000000,2440000000000,2470000000000,2600000000000,2790000000000,2730000000000,2640000000000,2960000000000,2780000000000
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104744290,1127684827,1067109509,1160268142,1275093662,1501941505,1724770867,1759739599,2017680722,2339015385,2489873331,2296065313,2331796784,2505740886,2427200583,2690110671,2914012852,2573906036,2813278761,2980057168,3188601035,3275684065,3248670978,3649878680,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412000000,408000000,404028900,427094119
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468978,167637907,182796537,154480244,215679855,226474286,245849782,271543680,294468565,318124701,323802476,381687073,430508358,722780701,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919788,5592390833,4378645081,4190819347,4958845649,5694040000,5326817111,4483417313,4662992036,5080483628,5023265411,5335451104,6511903364,7770219004,9582783997,10327598309,12455409575,15571348329,12113699059,14372593014,18210307754,17170464001,17595744804,18203966900,14383107763,14023890264,14929487496,16867326390,16874405460,15314577168,20217946921,21071739228
Great Britain,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233970838,77741969043,81247567647,86561965531,94407562407,102000000000,109000000000,113000000000,108000000000,116000000000,131000000000,148000000000,170000000000,193000000000,206000000000,242000000000,233000000000,263000000000,336000000000,439000000000,565000000000,541000000000,515000000000,490000000000,461000000000,489000000000,601000000000,745000000000,910000000000,927000000000,1090000000000,1140000000000,1180000000000,1060000000000,1140000000000,1350000000000,1420000000000,1560000000000,1660000000000,1690000000000,1670000000000,1650000000000,1790000000000,2060000000000,2420000000000,2540000000000,2710000000000,3090000000000,2930000000000,2420000000000,2490000000000,2670000000000,2710000000000,2790000000000,3070000000000,2930000000000,2700000000000,2680000000000,2880000000000,2860000000000,2700000000000,3120000000000,3070000000000
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6357615894,3690328964,2701181331,2514070772,2693768413,3095047604,3510520231,3613498183,2800026344,3057475335,3219462780,3395766678,3991377904,5125365192,6410912050,7745249284,10172933118,12795147992,10766919442,12243219360,15107482383,16488819133,17190068236,17627336228,14953675993,15141598623,16242647230,17596922470,17470436259,15842922533,18629365612,24605375420
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,3006766758,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5735921420,5074829932,5197840973,5251764270,5889174834,6603130040,6416079342,5968905679,5446370115,6464389656,6932984636,6891433841,7482072380,7718110781,4982849054,5314871684,6166197192,7632720680,8881419348,10744562615,20885042153,24827333947,28679383241,26048726186,32197648061,39336668081,41271708600,62824629066,54783320577,49406014245,56164933479,60405920071,67298913752,68337974419,70043095503,79156409410,72838798788
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
